student,slot 1,slot 2,slot 3
1,Slot 48,Slot 55,
2,Slot 42,Slot 46,Slot 57
3,Slot 10,Slot 46,Slot 61
4,Slot 10,Slot 24,Slot 63
5,Slot 4,Slot 13,Slot 18
6,Slot 21,Slot 27,Slot 43
7,Slot 27,Slot 44,Slot 47
8,Slot 29,Slot 30,Slot 37
9,Slot 31,Slot 32,
10,Slot 3,Slot 7,
11,Slot 63,Slot 67,
12,Slot 9,Slot 55,
13,Slot 6,Slot 25,Slot 54
14,Slot 28,Slot 37,Slot 52
15,Slot 21,Slot 57,Slot 59
16,Slot 42,Slot 56,Slot 62
17,Slot 18,Slot 29,Slot 44
18,Slot 30,Slot 32,Slot 50
19,Slot 31,Slot 39,
20,Slot 26,Slot 33,Slot 56
21,Slot 12,Slot 51,Slot 53
22,Slot 8,Slot 15,Slot 58
23,Slot 36,Slot 41,Slot 60
24,Slot 34,Slot 49,Slot 60
25,Slot 11,Slot 16,Slot 41
26,Slot 26,Slot 49,Slot 65
27,Slot 15,Slot 35,Slot 64
28,Slot 22,Slot 39,Slot 66
29,Slot 23,Slot 59,
30,Slot 13,Slot 45,Slot 62
31,Slot 14,Slot 38,
32,Slot 4,Slot 5,Slot 9
33,Slot 1,Slot 20,
34,Slot 20,Slot 40,
35,Slot 3,Slot 17,Slot 40
36,Slot 33,Slot 45,Slot 67
37,Slot 1,Slot 7,Slot 51
38,Slot 52,Slot 66,
39,Slot 16,Slot 24,
40,Slot 14,Slot 58,Slot 65
41,Slot 6,Slot 43,Slot 54
42,Slot 19,Slot 61,
43,Slot 8,Slot 19,Slot 48
44,Slot 22,Slot 25,Slot 47
45,Slot 2,Slot 5,Slot 34
46,Slot 17,Slot 23,
47,Slot 12,Slot 28,Slot 35
48,Slot 53,Slot 64,
49,Slot 11,Slot 36,
50,Slot 2,Slot 38,Slot 50
