student,slot 1,slot 2,slot 3
1,Slot 28,Slot 40,Slot 63
2,Slot 35,Slot 50,Slot 54
3,Slot 33,Slot 36,Slot 42
4,Slot 16,Slot 21,Slot 54
5,Slot 11,Slot 30,Slot 63
6,Slot 21,Slot 39,Slot 45
7,Slot 22,Slot 43,Slot 53
8,Slot 27,Slot 39,Slot 53
9,Slot 28,Slot 34,
10,Slot 29,Slot 41,
11,Slot 6,Slot 60,Slot 67
12,Slot 8,Slot 11,Slot 61
13,Slot 6,Slot 57,Slot 66
14,Slot 5,Slot 64,
15,Slot 20,Slot 66,
16,Slot 5,Slot 57,Slot 59
17,Slot 15,Slot 31,Slot 45
18,Slot 14,Slot 31,Slot 44
19,Slot 3,Slot 9,
20,Slot 9,Slot 26,Slot 46
21,Slot 17,Slot 40,Slot 58
22,Slot 13,Slot 49,Slot 62
23,Slot 50,Slot 52,Slot 56
24,Slot 18,Slot 32,
25,Slot 4,Slot 19,Slot 22
26,Slot 24,Slot 37,Slot 55
27,Slot 14,Slot 23,Slot 61
28,Slot 16,Slot 25,
29,Slot 15,Slot 64,
30,Slot 25,Slot 29,
31,Slot 27,Slot 51,Slot 65
32,Slot 2,Slot 32,Slot 34
33,Slot 1,Slot 48,
34,Slot 12,Slot 59,
35,Slot 17,Slot 20,
36,Slot 36,Slot 52,Slot 58
37,Slot 1,Slot 10,
38,Slot 13,Slot 47,
39,Slot 10,Slot 42,
40,Slot 4,Slot 48,Slot 55
41,Slot 37,Slot 41,Slot 44
42,Slot 24,Slot 60,Slot 67
43,Slot 3,Slot 33,Slot 49
44,Slot 35,Slot 38,Slot 65
45,Slot 18,Slot 30,Slot 43
46,Slot 7,Slot 8,Slot 19
47,Slot 23,Slot 51,Slot 62
48,Slot 7,Slot 38,Slot 47
49,Slot 2,Slot 12,
50,Slot 26,Slot 46,Slot 56
