student,slot 1,slot 2,slot 3
1,Slot 3,Slot 28,
2,Slot 40,Slot 41,Slot 44
3,Slot 17,Slot 40,Slot 62
4,Slot 18,Slot 26,
5,Slot 14,Slot 27,Slot 53
6,Slot 4,Slot 15,Slot 32
7,Slot 23,Slot 29,Slot 48
8,Slot 25,Slot 27,Slot 51
9,Slot 8,Slot 29,Slot 33
10,Slot 57,Slot 65,
11,Slot 6,Slot 15,Slot 60
12,Slot 7,Slot 34,Slot 55
13,Slot 56,Slot 59,Slot 64
14,Slot 30,Slot 48,Slot 53
15,Slot 38,Slot 39,
16,Slot 31,Slot 50,Slot 52
17,Slot 21,Slot 35,Slot 46
18,Slot 4,Slot 35,Slot 37
19,Slot 8,Slot 36,Slot 39
20,Slot 16,Slot 43,Slot 45
21,Slot 13,Slot 67,
22,Slot 10,Slot 46,Slot 61
23,Slot 24,Slot 54,
24,Slot 3,Slot 14,
25,Slot 6,Slot 11,Slot 59
26,Slot 13,Slot 24,Slot 47
27,Slot 12,Slot 16,
28,Slot 18,Slot 19,
29,Slot 2,Slot 9,
30,Slot 2,Slot 20,Slot 47
31,Slot 22,Slot 31,
32,Slot 33,Slot 62,Slot 64
33,Slot 5,Slot 11,
34,Slot 30,Slot 67,
35,Slot 22,Slot 36,Slot 66
36,Slot 37,Slot 58,Slot 61
37,Slot 1,Slot 10,
38,Slot 41,Slot 51,
39,Slot 9,Slot 17,Slot 52
40,Slot 42,Slot 45,Slot 58
41,Slot 23,Slot 42,Slot 49
42,Slot 21,Slot 63,Slot 65
43,Slot 26,Slot 28,Slot 60
44,Slot 19,Slot 38,Slot 49
45,Slot 20,Slot 50,Slot 55
46,Slot 12,Slot 25,Slot 66
47,Slot 7,Slot 56,Slot 63
48,Slot 5,Slot 54,
49,Slot 1,Slot 34,Slot 57
50,Slot 32,Slot 43,Slot 44
