student,slot 1,slot 2,slot 3
1,Slot 20,Slot 37,Slot 66
2,Slot 4,Slot 42,Slot 59
3,Slot 7,Slot 45,
4,Slot 14,Slot 25,
5,Slot 3,Slot 18,Slot 58
6,Slot 23,Slot 36,Slot 44
7,Slot 24,Slot 25,Slot 38
8,Slot 26,Slot 27,Slot 55
9,Slot 32,Slot 45,Slot 64
10,Slot 1,Slot 27,
11,Slot 6,Slot 29,Slot 66
12,Slot 11,Slot 62,
13,Slot 14,Slot 51,Slot 65
14,Slot 6,Slot 16,Slot 48
15,Slot 15,Slot 31,
16,Slot 5,Slot 31,Slot 49
17,Slot 26,Slot 32,Slot 59
18,Slot 33,Slot 34,Slot 44
19,Slot 7,Slot 23,Slot 57
20,Slot 18,Slot 29,Slot 46
21,Slot 8,Slot 12,
22,Slot 36,Slot 48,Slot 60
23,Slot 1,Slot 42,Slot 50
24,Slot 10,Slot 28,
25,Slot 10,Slot 12,Slot 40
26,Slot 28,Slot 41,Slot 55
27,Slot 17,Slot 41,Slot 61
28,Slot 30,Slot 37,Slot 62
29,Slot 20,Slot 65,
30,Slot 19,Slot 35,Slot 57
31,Slot 4,Slot 30,
32,Slot 5,Slot 39,Slot 43
33,Slot 2,Slot 52,
34,Slot 8,Slot 33,
35,Slot 2,Slot 22,
36,Slot 56,Slot 60,Slot 61
37,Slot 16,Slot 40,Slot 64
38,Slot 13,Slot 50,
39,Slot 13,Slot 51,
40,Slot 11,Slot 52,Slot 56
41,Slot 17,Slot 38,Slot 49
42,Slot 54,Slot 63,Slot 67
43,Slot 19,Slot 21,Slot 54
44,Slot 21,Slot 43,Slot 58
45,Slot 24,Slot 39,Slot 53
46,Slot 9,Slot 15,Slot 22
47,Slot 3,Slot 9,Slot 63
48,Slot 47,Slot 53,
49,Slot 34,Slot 67,
50,Slot 35,Slot 46,Slot 47
