student,slot 1,slot 2,slot 3
1,Slot 1,Slot 10,
2,Slot 4,Slot 46,Slot 49
3,Slot 7,Slot 18,Slot 38
4,Slot 18,Slot 21,
5,Slot 14,Slot 31,Slot 51
6,Slot 23,Slot 30,Slot 40
7,Slot 26,Slot 33,Slot 48
8,Slot 23,Slot 27,Slot 48
9,Slot 3,Slot 43,Slot 59
10,Slot 25,Slot 31,Slot 57
11,Slot 27,Slot 56,Slot 60
12,Slot 8,Slot 12,Slot 56
13,Slot 6,Slot 61,Slot 63
14,Slot 5,Slot 28,Slot 54
15,Slot 15,Slot 32,
16,Slot 39,Slot 44,Slot 54
17,Slot 24,Slot 34,Slot 46
18,Slot 4,Slot 34,Slot 35
19,Slot 29,Slot 32,Slot 66
20,Slot 20,Slot 37,Slot 41
21,Slot 17,Slot 67,
22,Slot 44,Slot 60,
23,Slot 42,Slot 47,
24,Slot 11,Slot 25,Slot 65
25,Slot 13,Slot 17,Slot 64
26,Slot 5,Slot 22,Slot 36
27,Slot 16,Slot 19,
28,Slot 6,Slot 14,
29,Slot 2,Slot 67,
30,Slot 2,Slot 57,
31,Slot 33,Slot 42,
32,Slot 29,Slot 35,Slot 58
33,Slot 11,Slot 50,
34,Slot 7,Slot 39,Slot 59
35,Slot 3,Slot 9,Slot 53
36,Slot 45,Slot 61,Slot 63
37,Slot 10,Slot 12,
38,Slot 15,Slot 53,
39,Slot 16,Slot 50,
40,Slot 38,Slot 43,Slot 55
41,Slot 19,Slot 40,Slot 55
42,Slot 21,Slot 62,Slot 65
43,Slot 22,Slot 24,Slot 64
44,Slot 28,Slot 36,Slot 52
45,Slot 20,Slot 47,Slot 52
46,Slot 13,Slot 26,Slot 66
47,Slot 8,Slot 9,Slot 62
48,Slot 45,Slot 51,
49,Slot 1,Slot 37,Slot 58
50,Slot 30,Slot 41,Slot 49
