student,slot 1,slot 2,slot 3
1,Slot 1,Slot 28,
2,Slot 40,Slot 51,Slot 52
3,Slot 21,Slot 38,Slot 67
4,Slot 17,Slot 33,
5,Slot 5,Slot 14,Slot 26
6,Slot 24,Slot 41,Slot 42
7,Slot 31,Slot 32,Slot 45
8,Slot 26,Slot 27,Slot 53
9,Slot 4,Slot 29,Slot 64
10,Slot 3,Slot 29,Slot 59
11,Slot 6,Slot 60,
12,Slot 32,Slot 61,Slot 66
13,Slot 55,Slot 58,Slot 60
14,Slot 13,Slot 47,Slot 54
15,Slot 33,Slot 34,
16,Slot 27,Slot 45,Slot 48
17,Slot 24,Slot 36,Slot 47
18,Slot 36,Slot 42,Slot 50
19,Slot 9,Slot 35,Slot 38
20,Slot 4,Slot 20,Slot 44
21,Slot 14,Slot 65,
22,Slot 13,Slot 46,Slot 65
23,Slot 5,Slot 53,
24,Slot 10,Slot 31,
25,Slot 17,Slot 19,Slot 54
26,Slot 22,Slot 34,Slot 52
27,Slot 18,Slot 20,Slot 62
28,Slot 16,Slot 35,
29,Slot 7,Slot 19,
30,Slot 23,Slot 30,
31,Slot 22,Slot 30,
32,Slot 6,Slot 39,Slot 46
33,Slot 25,Slot 48,
34,Slot 15,Slot 64,Slot 67
35,Slot 7,Slot 16,Slot 23
36,Slot 39,Slot 56,Slot 57
37,Slot 11,Slot 12,
38,Slot 15,Slot 49,
39,Slot 18,Slot 49,
40,Slot 43,Slot 57,Slot 66
41,Slot 12,Slot 41,Slot 56
42,Slot 2,Slot 62,Slot 63
43,Slot 2,Slot 25,Slot 61
44,Slot 28,Slot 37,Slot 51
45,Slot 9,Slot 21,Slot 58
46,Slot 8,Slot 11,Slot 40
47,Slot 8,Slot 10,Slot 63
48,Slot 50,Slot 55,
49,Slot 1,Slot 37,Slot 59
50,Slot 3,Slot 43,Slot 44
