student,slot 1,slot 2,slot 3
1,Slot 1,Slot 10,
2,Slot 38,Slot 46,Slot 49
3,Slot 44,Slot 65,
4,Slot 17,Slot 23,
5,Slot 10,Slot 11,Slot 58
6,Slot 2,Slot 34,Slot 37
7,Slot 3,Slot 22,Slot 43
8,Slot 24,Slot 25,Slot 52
9,Slot 8,Slot 26,Slot 34
10,Slot 14,Slot 27,Slot 53
11,Slot 26,Slot 57,Slot 64
12,Slot 32,Slot 62,Slot 67
13,Slot 50,Slot 54,Slot 56
14,Slot 30,Slot 47,Slot 50
15,Slot 31,Slot 33,
16,Slot 31,Slot 43,Slot 55
17,Slot 5,Slot 22,Slot 35
18,Slot 35,Slot 36,Slot 39
19,Slot 37,Slot 38,Slot 67
20,Slot 4,Slot 19,Slot 28
21,Slot 12,Slot 30,Slot 66
22,Slot 13,Slot 40,Slot 61
23,Slot 29,Slot 54,
24,Slot 9,Slot 27,
25,Slot 14,Slot 15,Slot 55
26,Slot 29,Slot 39,Slot 56
27,Slot 17,Slot 53,
28,Slot 2,Slot 16,
29,Slot 9,Slot 41,
30,Slot 18,Slot 19,Slot 47
31,Slot 20,Slot 32,
32,Slot 36,Slot 46,Slot 60
33,Slot 21,Slot 48,
34,Slot 7,Slot 66,
35,Slot 8,Slot 20,Slot 59
36,Slot 42,Slot 57,Slot 61
37,Slot 1,Slot 13,
38,Slot 15,Slot 51,
39,Slot 16,Slot 51,
40,Slot 40,Slot 41,Slot 59
41,Slot 4,Slot 18,Slot 49
42,Slot 45,Slot 63,Slot 64
43,Slot 23,Slot 24,Slot 60
44,Slot 6,Slot 21,Slot 33
45,Slot 5,Slot 28,Slot 58
46,Slot 11,Slot 25,Slot 65
47,Slot 6,Slot 7,Slot 63
48,Slot 44,Slot 52,
49,Slot 12,Slot 48,Slot 62
50,Slot 3,Slot 42,Slot 45
