student,slot 1,slot 2,slot 3
1,Slot 34,Slot 52,
2,Slot 4,Slot 42,Slot 43
3,Slot 4,Slot 9,Slot 20
4,Slot 2,Slot 23,
5,Slot 1,Slot 11,Slot 48
6,Slot 17,Slot 39,Slot 41
7,Slot 21,Slot 26,Slot 58
8,Slot 25,Slot 29,Slot 54
9,Slot 3,Slot 6,Slot 27
10,Slot 6,Slot 37,Slot 66
11,Slot 15,Slot 58,Slot 62
12,Slot 33,Slot 55,Slot 67
13,Slot 32,Slot 56,Slot 59
14,Slot 31,Slot 47,Slot 50
15,Slot 39,Slot 57,
16,Slot 42,Slot 47,Slot 49
17,Slot 5,Slot 13,Slot 26
18,Slot 30,Slot 32,Slot 40
19,Slot 7,Slot 33,Slot 34
20,Slot 22,Slot 40,Slot 41
21,Slot 13,Slot 65,
22,Slot 44,Slot 60,
23,Slot 51,Slot 54,
24,Slot 12,Slot 30,
25,Slot 16,Slot 17,Slot 52
26,Slot 5,Slot 20,Slot 65
27,Slot 1,Slot 15,Slot 64
28,Slot 2,Slot 18,
29,Slot 8,Slot 19,
30,Slot 22,Slot 45,
31,Slot 23,Slot 38,
32,Slot 9,Slot 38,Slot 63
33,Slot 10,Slot 49,
34,Slot 8,Slot 37,Slot 66
35,Slot 7,Slot 24,Slot 36
36,Slot 46,Slot 59,Slot 60
37,Slot 10,Slot 14,
38,Slot 18,Slot 45,
39,Slot 21,Slot 50,
40,Slot 35,Slot 44,Slot 51
41,Slot 24,Slot 35,Slot 57
42,Slot 25,Slot 62,Slot 63
43,Slot 28,Slot 29,Slot 61
44,Slot 3,Slot 27,Slot 53
45,Slot 19,Slot 48,Slot 55
46,Slot 16,Slot 28,Slot 67
47,Slot 12,Slot 56,Slot 61
48,Slot 43,Slot 64,
49,Slot 11,Slot 36,Slot 53
50,Slot 14,Slot 31,Slot 46
