student,slot 1,slot 2,slot 3
1,Slot 9,Slot 30,
2,Slot 31,Slot 42,Slot 43
3,Slot 38,Slot 41,Slot 53
4,Slot 15,Slot 53,Slot 60
5,Slot 13,Slot 22,Slot 60
6,Slot 26,Slot 41,Slot 44
7,Slot 27,Slot 29,Slot 42
8,Slot 11,Slot 27,Slot 36
9,Slot 32,Slot 35,Slot 55
10,Slot 25,Slot 59,
11,Slot 62,Slot 64,Slot 66
12,Slot 3,Slot 59,
13,Slot 57,Slot 63,
14,Slot 4,Slot 6,Slot 14
15,Slot 5,Slot 23,Slot 29
16,Slot 9,Slot 49,Slot 52
17,Slot 17,Slot 37,Slot 40
18,Slot 3,Slot 32,Slot 49
19,Slot 31,Slot 33,
20,Slot 2,Slot 37,Slot 48
21,Slot 11,Slot 46,Slot 66
22,Slot 24,Slot 48,Slot 58
23,Slot 14,Slot 43,Slot 46
24,Slot 6,Slot 25,
25,Slot 15,Slot 39,Slot 61
26,Slot 17,Slot 20,Slot 56
27,Slot 18,Slot 51,Slot 63
28,Slot 2,Slot 16,
29,Slot 19,Slot 65,
30,Slot 12,Slot 22,Slot 50
31,Slot 28,Slot 64,Slot 67
32,Slot 36,Slot 38,Slot 39
33,Slot 1,Slot 10,
34,Slot 7,Slot 21,
35,Slot 10,Slot 21,
36,Slot 34,Slot 61,Slot 67
37,Slot 12,Slot 16,
38,Slot 30,Slot 52,
39,Slot 57,Slot 65,
40,Slot 35,Slot 47,Slot 62
41,Slot 18,Slot 44,Slot 45
42,Slot 7,Slot 8,
43,Slot 19,Slot 23,Slot 54
44,Slot 24,Slot 45,Slot 54
45,Slot 4,Slot 28,Slot 56
46,Slot 20,Slot 26,
47,Slot 8,Slot 33,Slot 40
48,Slot 50,Slot 51,Slot 58
49,Slot 1,Slot 13,Slot 55
50,Slot 5,Slot 34,Slot 47
