student,slot 1,slot 2,slot 3
1,Slot 41,Slot 61,
2,Slot 47,Slot 49,Slot 60
3,Slot 11,Slot 13,Slot 63
4,Slot 26,Slot 27,
5,Slot 3,Slot 59,
6,Slot 21,Slot 34,Slot 46
7,Slot 31,Slot 33,Slot 42
8,Slot 32,Slot 45,Slot 54
9,Slot 38,Slot 39,Slot 66
10,Slot 1,Slot 28,
11,Slot 9,Slot 35,
12,Slot 9,Slot 23,Slot 59
13,Slot 19,Slot 62,Slot 67
14,Slot 43,Slot 45,Slot 60
15,Slot 18,Slot 37,Slot 53
16,Slot 33,Slot 52,Slot 55
17,Slot 24,Slot 34,Slot 54
18,Slot 36,Slot 39,Slot 44
19,Slot 37,Slot 40,
20,Slot 25,Slot 36,Slot 47
21,Slot 2,Slot 48,
22,Slot 7,Slot 51,Slot 52
23,Slot 50,Slot 55,Slot 62
24,Slot 16,Slot 38,
25,Slot 12,Slot 14,Slot 49
26,Slot 17,Slot 25,Slot 56
27,Slot 20,Slot 21,
28,Slot 1,Slot 20,Slot 64
29,Slot 24,Slot 26,
30,Slot 12,Slot 28,Slot 57
31,Slot 4,Slot 27,
32,Slot 4,Slot 41,Slot 43
33,Slot 10,Slot 30,Slot 58
34,Slot 15,Slot 65,
35,Slot 31,Slot 35,
36,Slot 5,Slot 65,Slot 66
37,Slot 13,Slot 14,Slot 67
38,Slot 15,Slot 51,
39,Slot 18,Slot 57,
40,Slot 2,Slot 53,Slot 64
41,Slot 44,Slot 46,Slot 56
42,Slot 7,Slot 19,Slot 61
43,Slot 3,Slot 29,Slot 58
44,Slot 6,Slot 32,Slot 40
45,Slot 22,Slot 42,Slot 50
46,Slot 8,Slot 17,Slot 30
47,Slot 8,Slot 23,Slot 63
48,Slot 16,Slot 48,
49,Slot 6,Slot 10,Slot 11
50,Slot 5,Slot 22,Slot 29
