student,slot 1,slot 2,slot 3
1,Slot 37,Slot 38,
2,Slot 42,Slot 43,Slot 47
3,Slot 18,Slot 39,Slot 67
4,Slot 18,Slot 24,
5,Slot 21,Slot 29,Slot 54
6,Slot 15,Slot 30,Slot 48
7,Slot 17,Slot 22,Slot 51
8,Slot 33,Slot 53,Slot 56
9,Slot 7,Slot 36,Slot 37
10,Slot 26,Slot 57,
11,Slot 41,Slot 65,Slot 67
12,Slot 12,Slot 62,Slot 66
13,Slot 55,Slot 58,Slot 59
14,Slot 34,Slot 50,Slot 55
15,Slot 4,Slot 64,
16,Slot 5,Slot 35,Slot 54
17,Slot 4,Slot 23,Slot 53
18,Slot 40,Slot 44,Slot 45
19,Slot 8,Slot 40,Slot 43
20,Slot 5,Slot 21,Slot 44
21,Slot 11,Slot 66,
22,Slot 1,Slot 50,Slot 60
23,Slot 49,Slot 52,
24,Slot 10,Slot 27,
25,Slot 6,Slot 14,Slot 15
26,Slot 2,Slot 31,Slot 56
27,Slot 17,Slot 24,
28,Slot 14,Slot 29,
29,Slot 9,Slot 19,Slot 65
30,Slot 20,Slot 22,
31,Slot 3,Slot 23,
32,Slot 7,Slot 28,Slot 39
33,Slot 27,Slot 46,
34,Slot 9,Slot 31,Slot 63
35,Slot 8,Slot 16,Slot 32
36,Slot 33,Slot 51,Slot 52
37,Slot 11,Slot 13,
38,Slot 16,Slot 42,
39,Slot 20,Slot 48,
40,Slot 3,Slot 47,Slot 49
41,Slot 25,Slot 38,Slot 60
42,Slot 36,Slot 59,Slot 64
43,Slot 25,Slot 30,Slot 58
44,Slot 6,Slot 32,Slot 34
45,Slot 19,Slot 35,Slot 61
46,Slot 10,Slot 13,Slot 63
47,Slot 12,Slot 57,Slot 62
48,Slot 41,Slot 45,
49,Slot 1,Slot 26,Slot 61
50,Slot 2,Slot 28,Slot 46
