student,slot 1,slot 2,slot 3
1,Slot 1,Slot 3,
2,Slot 39,Slot 42,Slot 43
3,Slot 4,Slot 8,Slot 18
4,Slot 20,Slot 30,
5,Slot 13,Slot 27,Slot 53
6,Slot 21,Slot 32,Slot 37
7,Slot 26,Slot 29,Slot 46
8,Slot 24,Slot 25,Slot 51
9,Slot 26,Slot 36,Slot 66
10,Slot 27,Slot 31,Slot 56
11,Slot 58,Slot 61,
12,Slot 32,Slot 62,Slot 65
13,Slot 6,Slot 54,Slot 57
14,Slot 30,Slot 51,Slot 53
15,Slot 1,Slot 34,Slot 59
16,Slot 31,Slot 45,Slot 49
17,Slot 14,Slot 25,Slot 48
18,Slot 34,Slot 35,Slot 41
19,Slot 36,Slot 37,Slot 67
20,Slot 22,Slot 38,Slot 40
21,Slot 15,Slot 67,
22,Slot 45,Slot 46,Slot 63
23,Slot 7,Slot 55,
24,Slot 3,Slot 11,
25,Slot 11,Slot 16,Slot 60
26,Slot 23,Slot 33,Slot 52
27,Slot 6,Slot 16,
28,Slot 14,Slot 19,
29,Slot 9,Slot 23,
30,Slot 2,Slot 19,Slot 47
31,Slot 2,Slot 33,
32,Slot 5,Slot 40,Slot 64
33,Slot 12,Slot 49,
34,Slot 8,Slot 29,Slot 64
35,Slot 9,Slot 28,Slot 38
36,Slot 39,Slot 58,Slot 59
37,Slot 10,Slot 12,
38,Slot 10,Slot 47,
39,Slot 15,Slot 54,
40,Slot 43,Slot 44,Slot 60
41,Slot 17,Slot 41,Slot 52
42,Slot 17,Slot 65,Slot 66
43,Slot 20,Slot 28,Slot 61
44,Slot 4,Slot 21,Slot 48
45,Slot 5,Slot 22,Slot 55
46,Slot 13,Slot 24,Slot 62
47,Slot 7,Slot 18,Slot 63
48,Slot 44,Slot 50,
49,Slot 56,Slot 57,
50,Slot 35,Slot 42,Slot 50
