student,slot 1,slot 2,slot 3
1,Slot 1,Slot 10,
2,Slot 37,Slot 46,Slot 47
3,Slot 17,Slot 45,Slot 64
4,Slot 20,Slot 57,
5,Slot 20,Slot 24,Slot 44
6,Slot 4,Slot 23,Slot 28
7,Slot 26,Slot 36,Slot 41
8,Slot 3,Slot 26,Slot 56
9,Slot 28,Slot 32,Slot 65
10,Slot 25,Slot 29,Slot 55
11,Slot 27,Slot 58,Slot 59
12,Slot 7,Slot 57,Slot 67
13,Slot 58,Slot 60,Slot 61
14,Slot 47,Slot 48,Slot 51
15,Slot 25,Slot 29,
16,Slot 31,Slot 41,Slot 49
17,Slot 21,Slot 30,Slot 50
18,Slot 33,Slot 34,Slot 38
19,Slot 8,Slot 32,Slot 36
20,Slot 2,Slot 30,Slot 40
21,Slot 18,Slot 60,
22,Slot 40,Slot 53,Slot 66
23,Slot 53,Slot 59,
24,Slot 33,Slot 64,
25,Slot 12,Slot 15,Slot 62
26,Slot 3,Slot 4,Slot 5
27,Slot 12,Slot 13,
28,Slot 15,Slot 19,
29,Slot 2,Slot 66,
30,Slot 16,Slot 17,Slot 46
31,Slot 14,Slot 35,
32,Slot 39,Slot 45,Slot 65
33,Slot 14,Slot 56,
34,Slot 9,Slot 35,
35,Slot 9,Slot 24,Slot 37
36,Slot 6,Slot 42,Slot 61
37,Slot 10,Slot 11,
38,Slot 13,Slot 50,
39,Slot 7,Slot 54,
40,Slot 38,Slot 43,Slot 55
41,Slot 5,Slot 16,Slot 42
42,Slot 19,Slot 62,Slot 63
43,Slot 6,Slot 21,Slot 22
44,Slot 22,Slot 34,Slot 44
45,Slot 23,Slot 49,Slot 52
46,Slot 8,Slot 11,Slot 51
47,Slot 18,Slot 63,Slot 67
48,Slot 48,Slot 54,
49,Slot 1,Slot 31,Slot 52
50,Slot 27,Slot 39,Slot 43
