student,slot 1,slot 2,slot 3
1,Slot 63,Slot 67,
2,Slot 32,Slot 43,Slot 44
3,Slot 11,Slot 38,Slot 42
4,Slot 16,Slot 28,Slot 61
5,Slot 10,Slot 57,
6,Slot 21,Slot 23,Slot 48
7,Slot 29,Slot 33,Slot 43
8,Slot 27,Slot 30,Slot 37
9,Slot 40,Slot 65,
10,Slot 24,Slot 61,
11,Slot 14,Slot 55,Slot 65
12,Slot 12,Slot 59,Slot 67
13,Slot 6,Slot 60,Slot 64
14,Slot 20,Slot 41,Slot 54
15,Slot 5,Slot 15,Slot 21
16,Slot 7,Slot 35,Slot 52
17,Slot 31,Slot 34,Slot 52
18,Slot 34,Slot 35,Slot 49
19,Slot 3,Slot 31,
20,Slot 18,Slot 36,Slot 47
21,Slot 11,Slot 50,Slot 54
22,Slot 13,Slot 51,Slot 58
23,Slot 41,Slot 44,Slot 47
24,Slot 17,Slot 26,
25,Slot 7,Slot 17,Slot 38
26,Slot 5,Slot 26,Slot 63
27,Slot 2,Slot 8,Slot 22
28,Slot 6,Slot 22,
29,Slot 25,Slot 28,
30,Slot 12,Slot 55,Slot 57
31,Slot 37,Slot 42,
32,Slot 4,Slot 29,Slot 39
33,Slot 10,Slot 30,
34,Slot 2,Slot 39,
35,Slot 33,Slot 53,
36,Slot 53,Slot 62,Slot 66
37,Slot 15,Slot 20,Slot 49
38,Slot 16,Slot 56,
39,Slot 56,Slot 60,
40,Slot 19,Slot 48,Slot 59
41,Slot 19,Slot 45,Slot 46
42,Slot 25,Slot 62,
43,Slot 27,Slot 51,Slot 66
44,Slot 3,Slot 23,Slot 58
45,Slot 4,Slot 24,Slot 45
46,Slot 8,Slot 13,Slot 14
47,Slot 9,Slot 36,
48,Slot 1,Slot 9,Slot 46
49,Slot 1,Slot 40,Slot 64
50,Slot 18,Slot 32,Slot 50
