student,slot 1,slot 2,slot 3
1,Slot 19,Slot 55,Slot 67
2,Slot 4,Slot 44,Slot 46
3,Slot 43,Slot 67,
4,Slot 2,Slot 23,
5,Slot 1,Slot 12,Slot 58
6,Slot 20,Slot 39,Slot 41
7,Slot 27,Slot 29,Slot 39
8,Slot 29,Slot 30,Slot 51
9,Slot 3,Slot 7,Slot 31
10,Slot 6,Slot 35,
11,Slot 60,Slot 63,Slot 65
12,Slot 7,Slot 33,Slot 61
13,Slot 6,Slot 9,Slot 54
14,Slot 28,Slot 37,Slot 55
15,Slot 18,Slot 57,
16,Slot 42,Slot 50,Slot 52
17,Slot 3,Slot 13,Slot 56
18,Slot 30,Slot 34,Slot 41
19,Slot 33,Slot 34,
20,Slot 26,Slot 35,Slot 43
21,Slot 14,Slot 53,
22,Slot 15,Slot 49,Slot 66
23,Slot 49,Slot 54,Slot 56
24,Slot 31,Slot 60,
25,Slot 11,Slot 16,Slot 44
26,Slot 24,Slot 51,Slot 65
27,Slot 1,Slot 16,Slot 64
28,Slot 17,Slot 21,
29,Slot 19,Slot 22,
30,Slot 5,Slot 20,Slot 45
31,Slot 14,Slot 40,
32,Slot 4,Slot 9,Slot 42
33,Slot 10,Slot 57,
34,Slot 22,Slot 38,
35,Slot 8,Slot 10,Slot 26
36,Slot 47,Slot 61,Slot 62
37,Slot 13,Slot 15,
38,Slot 21,Slot 48,
39,Slot 24,Slot 53,
40,Slot 38,Slot 47,Slot 52
41,Slot 25,Slot 36,Slot 40
42,Slot 25,Slot 62,Slot 66
43,Slot 28,Slot 48,Slot 50
44,Slot 27,Slot 32,Slot 59
45,Slot 2,Slot 5,Slot 37
46,Slot 8,Slot 17,Slot 23
47,Slot 12,Slot 59,Slot 63
48,Slot 46,Slot 64,
49,Slot 11,Slot 36,Slot 58
50,Slot 18,Slot 32,Slot 45
