student,slot 1,slot 2,slot 3
1,Slot 29,Slot 32,
2,Slot 4,Slot 37,Slot 38
3,Slot 8,Slot 43,
4,Slot 2,Slot 64,
5,Slot 22,Slot 26,Slot 52
6,Slot 28,Slot 33,Slot 42
7,Slot 30,Slot 31,Slot 47
8,Slot 14,Slot 31,Slot 56
9,Slot 28,Slot 36,Slot 61
10,Slot 9,Slot 34,Slot 57
11,Slot 6,Slot 40,Slot 64
12,Slot 6,Slot 15,Slot 67
13,Slot 57,Slot 59,Slot 60
14,Slot 27,Slot 53,Slot 55
15,Slot 4,Slot 39,
16,Slot 33,Slot 47,Slot 50
17,Slot 5,Slot 14,Slot 23
18,Slot 34,Slot 40,Slot 41
19,Slot 39,Slot 41,Slot 66
20,Slot 18,Slot 42,Slot 48
21,Slot 11,Slot 51,
22,Slot 10,Slot 46,Slot 65
23,Slot 49,Slot 54,
24,Slot 11,Slot 29,
25,Slot 12,Slot 16,Slot 55
26,Slot 26,Slot 38,Slot 48
27,Slot 2,Slot 16,
28,Slot 1,Slot 15,Slot 24
29,Slot 1,Slot 9,Slot 10
30,Slot 19,Slot 20,
31,Slot 21,Slot 35,
32,Slot 37,Slot 44,Slot 65
33,Slot 5,Slot 21,
34,Slot 7,Slot 8,Slot 35
35,Slot 7,Slot 17,Slot 25
36,Slot 43,Slot 60,Slot 61
37,Slot 13,Slot 19,
38,Slot 12,Slot 51,
39,Slot 17,Slot 50,
40,Slot 36,Slot 45,Slot 56
41,Slot 20,Slot 44,Slot 58
42,Slot 23,Slot 62,Slot 63
43,Slot 22,Slot 27,Slot 63
44,Slot 3,Slot 32,Slot 54
45,Slot 25,Slot 52,Slot 58
46,Slot 13,Slot 24,Slot 67
47,Slot 18,Slot 62,Slot 66
48,Slot 49,Slot 53,
49,Slot 3,Slot 59,
50,Slot 30,Slot 45,Slot 46
