student,slot 1,slot 2,slot 3
1,Slot 1,Slot 65,
2,Slot 4,Slot 44,Slot 48
3,Slot 10,Slot 57,Slot 67
4,Slot 21,Slot 61,
5,Slot 24,Slot 27,Slot 59
6,Slot 18,Slot 19,Slot 42
7,Slot 22,Slot 37,Slot 50
8,Slot 27,Slot 28,Slot 49
9,Slot 2,Slot 31,
10,Slot 3,Slot 25,Slot 33
11,Slot 15,Slot 62,
12,Slot 7,Slot 25,Slot 58
13,Slot 6,Slot 9,Slot 56
14,Slot 28,Slot 38,Slot 52
15,Slot 3,Slot 29,
16,Slot 48,Slot 50,Slot 54
17,Slot 29,Slot 31,Slot 55
18,Slot 32,Slot 35,Slot 41
19,Slot 30,Slot 32,Slot 67
20,Slot 16,Slot 38,Slot 42
21,Slot 8,Slot 11,
22,Slot 47,Slot 53,Slot 60
23,Slot 4,Slot 44,Slot 53
24,Slot 30,Slot 41,
25,Slot 15,Slot 16,Slot 43
26,Slot 26,Slot 36,Slot 56
27,Slot 18,Slot 19,
28,Slot 17,Slot 64,
29,Slot 8,Slot 66,
30,Slot 12,Slot 22,Slot 49
31,Slot 7,Slot 34,Slot 45
32,Slot 5,Slot 40,Slot 63
33,Slot 21,Slot 54,
34,Slot 9,Slot 33,
35,Slot 13,Slot 26,
36,Slot 40,Slot 60,Slot 62
37,Slot 1,Slot 10,Slot 45
38,Slot 14,Slot 51,
39,Slot 20,Slot 52,
40,Slot 6,Slot 46,Slot 47
41,Slot 14,Slot 35,Slot 39
42,Slot 23,Slot 63,Slot 66
43,Slot 24,Slot 55,Slot 61
44,Slot 23,Slot 39,Slot 57
45,Slot 20,Slot 37,Slot 51
46,Slot 2,Slot 13,Slot 65
47,Slot 17,Slot 58,Slot 64
48,Slot 5,Slot 12,Slot 46
49,Slot 11,Slot 59,
50,Slot 34,Slot 36,Slot 43
