student,slot 1,slot 2,slot 3
1,Slot 1,Slot 57,
2,Slot 42,Slot 46,Slot 47
3,Slot 4,Slot 5,Slot 13
4,Slot 17,Slot 30,Slot 59
5,Slot 14,Slot 39,Slot 62
6,Slot 5,Slot 12,Slot 26
7,Slot 28,Slot 31,Slot 44
8,Slot 4,Slot 28,Slot 32
9,Slot 36,Slot 41,
10,Slot 27,Slot 57,Slot 60
11,Slot 26,Slot 61,
12,Slot 7,Slot 32,
13,Slot 58,Slot 60,Slot 64
14,Slot 6,Slot 24,Slot 43
15,Slot 31,Slot 49,Slot 59
16,Slot 39,Slot 52,Slot 55
17,Slot 14,Slot 33,Slot 38
18,Slot 34,Slot 35,Slot 43
19,Slot 34,Slot 35,
20,Slot 23,Slot 37,Slot 50
21,Slot 13,Slot 19,Slot 58
22,Slot 45,Slot 52,Slot 63
23,Slot 7,Slot 49,Slot 55
24,Slot 3,Slot 66,
25,Slot 16,Slot 24,Slot 40
26,Slot 15,Slot 25,Slot 53
27,Slot 6,Slot 9,Slot 19
28,Slot 21,Slot 61,
29,Slot 29,Slot 48,
30,Slot 18,Slot 22,Slot 53
31,Slot 2,Slot 37,
32,Slot 23,Slot 47,Slot 48
33,Slot 11,Slot 12,
34,Slot 21,Slot 33,
35,Slot 3,Slot 9,Slot 36
36,Slot 1,Slot 62,Slot 65
37,Slot 10,Slot 15,
38,Slot 10,Slot 51,
39,Slot 17,Slot 56,
40,Slot 41,Slot 51,Slot 63
41,Slot 20,Slot 44,Slot 46
42,Slot 65,Slot 66,Slot 67
43,Slot 20,Slot 27,Slot 54
44,Slot 29,Slot 30,Slot 54
45,Slot 8,Slot 22,Slot 42
46,Slot 8,Slot 16,Slot 18
47,Slot 25,Slot 38,Slot 64
48,Slot 2,Slot 45,
49,Slot 56,Slot 67,
50,Slot 11,Slot 40,Slot 50
