student,slot 1,slot 2,slot 3
1,Slot 1,Slot 60,
2,Slot 12,Slot 36,Slot 46
3,Slot 6,Slot 7,
4,Slot 21,Slot 26,
5,Slot 23,Slot 27,Slot 54
6,Slot 17,Slot 39,Slot 55
7,Slot 14,Slot 40,Slot 57
8,Slot 24,Slot 53,Slot 61
9,Slot 27,Slot 28,
10,Slot 8,Slot 50,
11,Slot 61,Slot 62,
12,Slot 31,Slot 44,Slot 63
13,Slot 51,Slot 55,Slot 65
14,Slot 31,Slot 34,Slot 43
15,Slot 30,Slot 35,Slot 38
16,Slot 47,Slot 52,Slot 63
17,Slot 10,Slot 48,Slot 58
18,Slot 3,Slot 32,Slot 39
19,Slot 28,Slot 32,Slot 67
20,Slot 3,Slot 19,Slot 49
21,Slot 9,Slot 15,
22,Slot 5,Slot 29,Slot 60
23,Slot 40,Slot 41,Slot 49
24,Slot 13,Slot 25,
25,Slot 13,Slot 41,Slot 53
26,Slot 22,Slot 33,Slot 54
27,Slot 15,Slot 16,Slot 29
28,Slot 18,Slot 20,
29,Slot 19,Slot 25,
30,Slot 11,Slot 12,Slot 56
31,Slot 21,Slot 34,
32,Slot 35,Slot 38,Slot 42
33,Slot 17,Slot 51,Slot 66
34,Slot 33,Slot 65,
35,Slot 2,Slot 45,
36,Slot 4,Slot 58,Slot 59
37,Slot 1,Slot 8,Slot 9
38,Slot 11,Slot 44,
39,Slot 22,Slot 50,
40,Slot 37,Slot 52,Slot 56
41,Slot 4,Slot 45,Slot 47
42,Slot 14,Slot 64,Slot 67
43,Slot 23,Slot 46,Slot 66
44,Slot 24,Slot 37,Slot 57
45,Slot 20,Slot 36,Slot 43
46,Slot 6,Slot 7,Slot 16
47,Slot 18,Slot 62,Slot 64
48,Slot 42,Slot 48,
49,Slot 10,Slot 26,Slot 59
50,Slot 2,Slot 5,Slot 30
